EmpID,Age,AgeGroup,MaritalStatus,Gender,Attrition,EducationField,EnvironmentSatisfaction,JobRole,Department,JobLevel,JobInvolvement,JobSatisfaction,PerformanceRating,MonthlyIncome,SalarySlab,HourlyRate,DailyRate,PercentSalaryHike,BusinessTravel,Distance From Home,OverTime,StandardHours,RelationshipSatisfaction,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
RM1018,27,26-35,Married,Male,No,Life Sciences,Medium,Laboratory Technician,Research & Development,Entry Level,High,Low,Low,"$2,099.00 ",Upto 5k,$91.00 ,"$1,377.00 ",14,Rarely,Moderate,No,80,Neutral,6,5,0,1
RM1019,36,36-45,Single,Male,No,Life Sciences,Low,Laboratory Technician,Research & Development,Intermediate,Medium,Very High,Low,"$5,810.00 ",5k-10k,$37.00 ,$172.00 ,16,Rarely,Near,No,80,Strong,10,10,4,1
RM102,32,26-35,Single,Male,No,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,High,Low,Low,"$2,956.00 ",Upto 5k,$71.00 ,$827.00 ,13,Rarely,Near,No,80,Very Strong,1,1,0,0
RM1020,36,36-45,Married,Female,No,Marketing,High,Sales Executive,Sales,Intermediate,Medium,Low,Low,"$5,647.00 ",5k-10k,$98.00 ,$329.00 ,13,Rarely,Moderate,No,80,Weak,11,3,2,0
RM1021,47,46-55,Married,Male,No,Technical Degree,Low,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$3,420.00 ",Upto 5k,$74.00 ,$465.00 ,12,Rarely,Near,No,80,Strong,17,6,5,1
RM1022,25,18-25,Married,Male,Yes,Life Sciences,Low,Sales Representative,Sales,Entry Level,Medium,Low,Low,"$4,400.00 ",Upto 5k,$68.00 ,$383.00 ,12,Rarely,Near,No,80,Weak,6,3,2,2
RM1023,37,36-45,Single,Male,No,Technical Degree,High,Laboratory Technician,Research & Development,Entry Level,Very High,High,Low,"$3,500.00 ",Upto 5k,$84.00 ,"$1,413.00 ",14,Non,Near,No,80,Weak,7,6,5,1
RM1024,56,55+,Married,Female,No,Life Sciences,Low,Research Scientist,Research & Development,Entry Level,High,Low,High,"$2,066.00 ",Upto 5k,$90.00 ,"$1,255.00 ",22,Rarely,Near,No,80,Very Strong,5,3,2,1
RM1025,47,46-55,Married,Female,No,Medical,Low,Research Director,Research & Development,Manager,High,High,Low,"$17,169.00 ",15k+,$82.00 ,$359.00 ,19,Rarely,Near,No,80,Neutral,26,20,17,5
RM1026,24,18-25,Married,Female,No,Medical,Very High,Sales Executive,Sales,Intermediate,High,High,Low,"$4,162.00 ",Upto 5k,$42.00 ,"$1,476.00 ",12,Rarely,Near,Yes,80,Strong,5,5,4,0
RM1027,32,26-35,Married,Male,No,Marketing,Very High,Sales Executive,Sales,Intermediate,High,Very High,Low,"$9,204.00 ",5k-10k,$97.00 ,$601.00 ,12,Rarely,Near,No,80,Strong,7,4,3,0
RM1028,34,26-35,Married,Female,No,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,Medium,Medium,Low,"$3,294.00 ",Upto 5k,$86.00 ,$401.00 ,17,Rarely,Near,No,80,Weak,7,5,4,0
RM1029,41,36-45,Married,Male,No,Medical,Medium,Research Scientist,Research & Development,Entry Level,Very High,High,Low,"$2,127.00 ",Upto 5k,$90.00 ,"$1,283.00 ",12,Rarely,Near,Yes,80,Weak,7,4,2,0
RM103,20,18-25,Single,Female,Yes,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,Medium,Very High,Low,"$2,926.00 ",Upto 5k,$66.00 ,$871.00 ,18,Frequently,Near,Yes,80,Neutral,1,1,0,1
RM1030,40,36-45,Divorced,Male,No,Other,High,Laboratory Technician,Research & Development,Intermediate,High,High,Low,"$3,975.00 ",Upto 5k,$81.00 ,$663.00 ,11,Non,Near,No,80,Strong,11,8,7,0
RM1031,31,26-35,Divorced,Male,No,Life Sciences,Low,Sales Executive,Sales,Senior,High,Very High,Low,"$10,793.00 ",10k-15k,$31.00 ,$326.00 ,18,Rarely,Near,No,80,Weak,13,13,7,9
RM1032,46,46-55,Divorced,Male,Yes,Marketing,Low,Sales Executive,Sales,Senior,High,Very High,Low,"$10,096.00 ",10k-15k,$52.00 ,$377.00 ,11,Rarely,Near,No,80,Weak,28,7,7,4
RM1033,39,36-45,Single,Female,Yes,Life Sciences,Low,Laboratory Technician,Research & Development,Entry Level,Medium,Low,High,"$3,646.00 ",Upto 5k,$54.00 ,$592.00 ,23,Non,Near,Yes,80,Neutral,11,1,0,0
RM1034,31,26-35,Single,Female,Yes,Life Sciences,High,Manufacturing Director,Research & Development,Senior,Very High,Medium,Low,"$7,446.00 ",5k-10k,$100.00 ,"$1,445.00 ",11,Frequently,Near,No,80,Weak,10,10,8,4
RM1035,45,36-45,Divorced,Male,No,Medical,Medium,Healthcare Representative,Research & Development,Senior,Low,Low,Low,"$10,851.00 ",10k-15k,$95.00 ,"$1,038.00 ",18,Rarely,Moderate,Yes,80,Neutral,24,7,7,0
RM1036,31,26-35,Single,Female,No,Medical,Very High,Human Resources,Human Resources,Entry Level,Very High,Medium,Low,"$2,109.00 ",Upto 5k,$96.00 ,"$1,398.00 ",18,Rarely,Near,No,80,Very Strong,8,3,2,0
RM1037,31,26-35,Married,Male,Yes,Life Sciences,Medium,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$3,722.00 ",Upto 5k,$94.00 ,$523.00 ,13,Frequently,Near,Yes,80,Strong,7,2,2,2
RM1038,45,36-45,Married,Male,No,Technical Degree,Medium,Manufacturing Director,Research & Development,Senior,High,Very High,Low,"$9,380.00 ",5k-10k,$55.00 ,"$1,448.00 ",18,Rarely,Far,Yes,80,Very Strong,10,3,1,1
RM1039,48,46-55,Divorced,Male,No,Marketing,High,Sales Executive,Sales,Intermediate,High,Low,Low,"$5,486.00 ",5k-10k,$96.00 ,"$1,221.00 ",11,Rarely,Near,No,80,Weak,15,2,2,2
RM104,34,26-35,Single,Female,No,Other,Low,Research Scientist,Research & Development,Intermediate,High,High,Low,"$4,809.00 ",Upto 5k,$41.00 ,$665.00 ,14,Rarely,Near,No,80,Strong,16,16,13,2
RM1040,34,26-35,Married,Female,Yes,Technical Degree,Low,Human Resources,Human Resources,Entry Level,High,High,Low,"$2,742.00 ",Upto 5k,$52.00 ,"$1,107.00 ",15,Rarely,Near,No,80,Very Strong,2,2,2,2
RM1041,40,36-45,Divorced,Male,No,Medical,Very High,Research Director,Research & Development,Senior,Medium,Medium,Low,"$13,757.00 ",10k-15k,$55.00 ,$218.00 ,11,Non,Near,No,80,Strong,16,9,8,4
RM1042,28,26-35,Single,Male,No,Medical,Very High,Sales Executive,Sales,Intermediate,High,Low,Low,"$8,463.00 ",5k-10k,$84.00 ,$866.00 ,18,Rarely,Near,No,80,Very Strong,6,5,4,1
RM1043,44,36-45,Single,Male,No,Life Sciences,High,Laboratory Technician,Research & Development,Entry Level,Medium,High,Low,"$3,162.00 ",Upto 5k,$90.00 ,$981.00 ,14,Non,Near,No,80,Very Strong,7,5,2,0
RM1044,53,46-55,Single,Male,No,Medical,Very High,Research Director,Research & Development,Manager,Very High,Medium,Low,"$16,598.00 ",15k+,$39.00 ,$447.00 ,12,Rarely,Near,No,80,Neutral,35,9,8,8
RM1045,49,46-55,Married,Male,No,Technical Degree,Low,Healthcare Representative,Research & Development,Intermediate,High,High,Low,"$6,651.00 ",5k-10k,$96.00 ,"$1,495.00 ",14,Rarely,Near,No,80,Neutral,20,3,2,1
RM1046,40,36-45,Divorced,Male,No,Medical,High,Research Scientist,Research & Development,Entry Level,High,High,Low,"$2,345.00 ",Upto 5k,$68.00 ,$896.00 ,14,Rarely,Near,No,80,Strong,8,3,1,1
RM1047,44,36-45,Single,Male,No,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,High,Medium,Low,"$3,420.00 ",Upto 5k,$49.00 ,"$1,467.00 ",13,Rarely,Moderate,No,80,Strong,6,5,2,1
RM1048,33,26-35,Married,Male,No,Medical,Very High,Sales Executive,Sales,Intermediate,High,Low,Low,"$4,373.00 ",Upto 5k,$54.00 ,$430.00 ,14,Frequently,Near,No,80,Weak,5,4,3,0
RM1049,34,26-35,Single,Male,No,Other,Very High,Sales Executive,Sales,Intermediate,Low,Low,Low,"$4,759.00 ",Upto 5k,$81.00 ,"$1,326.00 ",18,Rarely,Near,No,80,Very Strong,15,13,9,3
RM105,37,36-45,Divorced,Male,No,Life Sciences,High,Healthcare Representative,Research & Development,Intermediate,Medium,Very High,Low,"$5,163.00 ",5k-10k,$100.00 ,"$1,040.00 ",14,Non,Near,No,80,Very Strong,17,1,0,0
RM1050,30,26-35,Married,Male,No,Life Sciences,Very High,Sales Executive,Sales,Intermediate,High,High,Low,"$5,301.00 ",5k-10k,$96.00 ,"$1,358.00 ",15,Rarely,Moderate,No,80,Strong,4,2,1,2
RM1051,42,36-45,Single,Female,No,Medical,Low,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$3,673.00 ",Upto 5k,$74.00 ,$748.00 ,13,Frequently,Near,No,80,Strong,12,12,9,5
RM1052,44,36-45,Married,Female,No,Marketing,Low,Sales Executive,Sales,Intermediate,High,High,Low,"$4,768.00 ",Upto 5k,$79.00 ,$383.00 ,12,Frequently,Near,No,80,Strong,11,1,0,0
RM1053,30,26-35,Divorced,Male,No,Technical Degree,High,Research Scientist,Research & Development,Entry Level,High,High,Low,"$1,274.00 ",Upto 5k,$64.00 ,$990.00 ,13,Non,Near,No,80,Neutral,1,1,0,0
RM1054,57,55+,Married,Male,No,Life Sciences,Medium,Research Scientist,Research & Development,Intermediate,Very High,High,High,"$4,900.00 ",Upto 5k,$93.00 ,$405.00 ,24,Rarely,Near,No,80,Weak,13,12,9,2
RM1055,49,46-55,Divorced,Male,No,Life Sciences,High,Healthcare Representative,Research & Development,Senior,High,Medium,Low,"$10,466.00 ",10k-15k,$35.00 ,"$1,490.00 ",14,Rarely,Near,No,80,Neutral,29,8,7,0
RM1056,34,26-35,Divorced,Male,No,Medical,Medium,Research Director,Research & Development,Manager,High,Low,Low,"$17,007.00 ",15k+,$71.00 ,$829.00 ,14,Frequently,Moderate,No,80,Very Strong,16,14,8,6
RM1057,28,26-35,Married,Male,Yes,Technical Degree,Low,Sales Representative,Sales,Entry Level,High,High,Low,"$2,909.00 ",Upto 5k,$92.00 ,"$1,496.00 ",15,Frequently,Near,No,80,Very Strong,5,3,2,1
RM1058,29,26-35,Single,Female,Yes,Technical Degree,Low,Sales Executive,Sales,Intermediate,High,Medium,Low,"$5,765.00 ",5k-10k,$51.00 ,$115.00 ,11,Frequently,Moderate,No,80,Weak,7,5,3,0
RM1059,34,26-35,Single,Female,Yes,Medical,Low,Sales Executive,Sales,Intermediate,Medium,Medium,High,"$4,599.00 ",Upto 5k,$40.00 ,$790.00 ,23,Rarely,Far,Yes,80,Strong,16,15,9,10
RM106,59,55+,Married,Female,No,Human Resources,High,Manager,Human Resources,Executive,Medium,Very High,High,"$18,844.00 ",15k+,$32.00 ,"$1,420.00 ",21,Non,Near,No,80,Very Strong,30,3,2,2
RM1060,35,26-35,Married,Male,No,Life Sciences,Very High,Sales Representative,Sales,Entry Level,High,High,Low,"$2,404.00 ",Upto 5k,$76.00 ,$660.00 ,13,Rarely,Near,No,80,Weak,1,1,0,0
RM1061,24,18-25,Single,Male,Yes,Medical,Medium,Laboratory Technician,Research & Development,Entry Level,High,Low,Low,"$3,172.00 ",Upto 5k,$89.00 ,$381.00 ,11,Frequently,Near,Yes,80,Strong,4,0,0,0
RM1062,24,18-25,Married,Female,No,Life Sciences,Very High,Sales Representative,Sales,Entry Level,High,Medium,Low,"$2,033.00 ",Upto 5k,$78.00 ,$830.00 ,13,Non,Moderate,No,80,Strong,1,1,0,0
RM1063,44,36-45,Single,Male,No,Medical,Medium,Manufacturing Director,Research & Development,Senior,High,High,Low,"$10,209.00 ",10k-15k,$86.00 ,"$1,193.00 ",18,Frequently,Near,Yes,80,Neutral,16,2,2,2
RM1064,29,26-35,Divorced,Male,No,Life Sciences,High,Sales Executive,Sales,Intermediate,Medium,High,Low,"$8,620.00 ",5k-10k,$77.00 ,"$1,246.00 ",14,Rarely,Moderate,No,80,Strong,10,10,7,0
RM1065,30,26-35,Divorced,Male,No,Life Sciences,High,Human Resources,Human Resources,Entry Level,High,High,High,"$2,064.00 ",Upto 5k,$46.00 ,$330.00 ,21,Rarely,Near,No,80,Weak,6,5,3,1
RM1066,55,46-55,Married,Male,No,Life Sciences,Very High,Healthcare Representative,Research & Development,Intermediate,High,High,Low,"$4,035.00 ",Upto 5k,$30.00 ,"$1,229.00 ",16,Rarely,Near,Yes,80,Neutral,4,3,2,1
RM1067,33,26-35,Married,Female,No,Medical,Low,Laboratory Technician,Research & Development,Entry Level,Medium,Medium,Low,"$3,838.00 ",Upto 5k,$82.00 ,"$1,099.00 ",11,Rarely,Near,No,80,Very Strong,8,5,4,0
RM1068,47,46-55,Married,Female,No,Medical,High,Sales Executive,Sales,Intermediate,High,High,Low,"$4,591.00 ",Upto 5k,$78.00 ,$571.00 ,17,Rarely,Moderate,Yes,80,Strong,11,5,4,1
RM1069,28,26-35,Single,Male,Yes,Medical,High,Laboratory Technician,Research & Development,Entry Level,Medium,Low,Low,"$2,561.00 ",Upto 5k,$38.00 ,$289.00 ,11,Frequently,Near,No,80,Strong,8,0,0,0
RM107,50,46-55,Married,Female,No,Life Sciences,Low,Research Director,Research & Development,Executive,High,Medium,Low,"$18,172.00 ",15k+,$73.00 ,"$1,115.00 ",19,Frequently,Near,Yes,80,Weak,28,8,3,0
RM1070,28,26-35,Divorced,Male,No,Life Sciences,Low,Research Scientist,Research & Development,Entry Level,Medium,High,Low,"$1,563.00 ",Upto 5k,$72.00 ,"$1,423.00 ",14,Rarely,Near,No,80,Very Strong,1,1,0,0
RM1071,28,26-35,Single,Male,No,Life Sciences,High,Sales Executive,Sales,Intermediate,High,Low,Low,"$4,898.00 ",Upto 5k,$55.00 ,$467.00 ,14,Frequently,Near,No,80,Very Strong,5,4,2,1
RM1072,49,46-55,Married,Female,No,Medical,High,Laboratory Technician,Research & Development,Intermediate,Medium,Low,High,"$4,789.00 ",Upto 5k,$43.00 ,$271.00 ,25,Rarely,Near,No,80,Weak,10,3,2,1
RM1073,29,26-35,Married,Female,No,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,High,Medium,Low,"$3,180.00 ",Upto 5k,$97.00 ,$410.00 ,13,Frequently,Near,No,80,Strong,4,3,2,0
RM1074,28,26-35,Married,Male,No,Life Sciences,High,Manufacturing Director,Research & Development,Intermediate,Low,Medium,Low,"$6,549.00 ",5k-10k,$96.00 ,"$1,083.00 ",14,Rarely,Far,No,80,Neutral,8,8,6,1
RM1075,33,26-35,Single,Male,No,Life Sciences,Very High,Healthcare Representative,Research & Development,Intermediate,High,High,Low,"$6,388.00 ",5k-10k,$69.00 ,$516.00 ,17,Rarely,Near,Yes,80,Weak,14,0,0,0
RM1076,32,26-35,Single,Male,No,Medical,High,Manager,Research & Development,Senior,High,Very High,High,"$11,244.00 ",10k-15k,$64.00 ,$495.00 ,25,Rarely,Near,No,80,Neutral,10,5,2,0
RM1077,54,46-55,Divorced,Female,No,Medical,Medium,Manager,Research & Development,Manager,High,Very High,High,"$16,032.00 ",15k+,$87.00 ,"$1,050.00 ",20,Frequently,Moderate,No,80,Weak,26,14,9,1
RM1078,29,26-35,Single,Male,Yes,Technical Degree,Low,Research Scientist,Research & Development,Entry Level,Medium,Low,Low,"$2,362.00 ",Upto 5k,$100.00 ,$224.00 ,13,Rarely,Near,No,80,Strong,11,9,7,0
RM1079,44,36-45,Married,Male,No,Life Sciences,Very High,Research Director,Research & Development,Manager,High,Low,Low,"$16,328.00 ",15k+,$32.00 ,$136.00 ,13,Rarely,Far,No,80,Strong,24,20,6,14
RM108,25,18-25,Single,Male,Yes,Marketing,High,Sales Executive,Sales,Intermediate,Medium,High,Low,"$5,744.00 ",5k-10k,$46.00 ,$240.00 ,11,Rarely,Near,Yes,80,Very Strong,6,6,4,0
RM1080,39,36-45,Single,Female,No,Life Sciences,Medium,Manufacturing Director,Research & Development,Senior,High,Medium,Low,"$8,376.00 ",5k-10k,$32.00 ,"$1,089.00 ",18,Rarely,Near,No,80,Very Strong,9,2,0,2
RM1081,46,46-55,Married,Female,No,Life Sciences,High,Manager,Sales,Manager,High,Medium,Low,"$16,606.00 ",15k+,$51.00 ,$228.00 ,12,Rarely,Near,No,80,Very Strong,23,13,12,5
RM1082,35,26-35,Single,Female,No,Life Sciences,Very High,Healthcare Representative,Research & Development,Senior,Medium,Medium,Low,"$8,606.00 ",5k-10k,$91.00 ,"$1,029.00 ",19,Rarely,Moderate,No,80,Very Strong,11,11,8,3
RM1083,23,18-25,Single,Male,No,Life Sciences,Low,Laboratory Technician,Research & Development,Intermediate,High,High,Low,"$2,272.00 ",Upto 5k,$97.00 ,$507.00 ,14,Rarely,Moderate,No,80,Neutral,5,4,3,1
RM1084,40,36-45,Single,Male,Yes,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,High,Low,Low,"$2,018.00 ",Upto 5k,$86.00 ,$676.00 ,14,Rarely,Near,No,80,Neutral,15,5,4,1
RM1085,34,26-35,Married,Male,No,Technical Degree,Very High,Sales Executive,Sales,Senior,Medium,High,Low,"$7,083.00 ",5k-10k,$64.00 ,$971.00 ,14,Rarely,Near,Yes,80,Very Strong,10,10,9,8
RM1086,31,26-35,Single,Female,Yes,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,High,High,Low,"$4,084.00 ",Upto 5k,$33.00 ,$561.00 ,12,Frequently,Near,No,80,Weak,7,7,2,7
RM1087,50,46-55,Single,Male,No,Medical,High,Research Director,Research & Development,Manager,Low,Very High,Low,"$14,411.00 ",10k-15k,$88.00 ,$333.00 ,13,Frequently,Far,Yes,80,Very Strong,32,32,6,13
RM1088,34,26-35,Married,Male,No,Technical Degree,Medium,Sales Representative,Sales,Entry Level,High,High,High,"$2,308.00 ",Upto 5k,$55.00 ,"$1,440.00 ",25,Rarely,Near,Yes,80,Neutral,12,11,10,5
RM1089,42,36-45,Married,Male,No,Medical,High,Laboratory Technician,Research & Development,Entry Level,Medium,Medium,Low,"$4,841.00 ",Upto 5k,$68.00 ,"$1,210.00 ",14,Rarely,Near,No,80,Neutral,4,1,0,0
RM109,25,18-25,Married,Male,No,Medical,Very High,Research Scientist,Research & Development,Entry Level,Medium,Very High,Low,"$2,889.00 ",Upto 5k,$64.00 ,"$1,280.00 ",11,Rarely,Near,No,80,Strong,2,2,2,2
RM1090,37,36-45,Married,Male,No,Medical,Low,Research Scientist,Research & Development,Intermediate,High,Very High,Low,"$4,285.00 ",Upto 5k,$47.00 ,$674.00 ,17,Rarely,Moderate,No,80,Weak,10,10,8,3
RM1091,29,26-35,Married,Female,No,Other,High,Healthcare Representative,Research & Development,Intermediate,Low,Low,Low,"$9,715.00 ",5k-10k,$39.00 ,$441.00 ,13,Rarely,Near,No,80,Strong,9,7,7,0
RM1092,33,26-35,Single,Male,No,Life Sciences,Very High,Manufacturing Director,Research & Development,Intermediate,Medium,Medium,Low,"$4,320.00 ",Upto 5k,$44.00 ,$575.00 ,13,Rarely,Far,No,80,Very Strong,5,5,3,0
RM1093,45,36-45,Married,Male,No,Technical Degree,Very High,Research Scientist,Research & Development,Entry Level,High,Very High,High,"$2,132.00 ",Upto 5k,$97.00 ,$950.00 ,20,Rarely,Far,No,80,Very Strong,8,5,4,0
RM1094,42,36-45,Married,Male,No,Life Sciences,Very High,Healthcare Representative,Research & Development,Senior,High,Very High,Low,"$10,124.00 ",10k-15k,$40.00 ,$288.00 ,14,Frequently,Near,Yes,80,Strong,24,20,8,13
RM1095,40,36-45,Married,Male,No,Medical,Low,Sales Executive,Sales,Intermediate,High,Low,Low,"$5,473.00 ",5k-10k,$47.00 ,"$1,342.00 ",12,Rarely,Near,No,80,Very Strong,9,8,4,7
RM1096,33,26-35,Married,Male,No,Life Sciences,Medium,Laboratory Technician,Research & Development,Intermediate,High,High,Low,"$5,207.00 ",5k-10k,$79.00 ,$589.00 ,12,Rarely,Far,Yes,80,Neutral,15,15,14,5
RM1097,40,36-45,Single,Male,No,Medical,High,Manager,Human Resources,Manager,High,Very High,High,"$16,437.00 ",15k+,$38.00 ,$898.00 ,21,Rarely,Near,Yes,80,Very Strong,21,21,7,7
RM1098,24,18-25,Divorced,Male,No,Technical Degree,High,Laboratory Technician,Research & Development,Entry Level,Medium,Low,Low,"$2,296.00 ",Upto 5k,$57.00 ,$350.00 ,14,Rarely,Far,No,80,Neutral,2,1,1,0
RM1099,40,36-45,Divorced,Male,No,Life Sciences,Very High,Healthcare Representative,Research & Development,Intermediate,High,Very High,Low,"$4,069.00 ",Upto 5k,$72.00 ,"$1,142.00 ",18,Non,Near,Yes,80,Strong,8,2,2,2
RM110,22,18-25,Single,Female,No,Medical,Medium,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$2,871.00 ",Upto 5k,$59.00 ,$534.00 ,15,Rarely,Moderate,No,80,Strong,1,0,0,0
RM1100,45,36-45,Divorced,Male,No,Technical Degree,Low,Healthcare Representative,Research & Development,Senior,High,Medium,Low,"$7,441.00 ",5k-10k,$66.00 ,$538.00 ,12,Rarely,Near,No,80,Weak,10,10,8,7
RM1101,35,26-35,Married,Female,No,Life Sciences,Medium,Sales Representative,Sales,Entry Level,Medium,High,High,"$2,430.00 ",Upto 5k,$98.00 ,"$1,402.00 ",23,Rarely,Far,No,80,Weak,6,5,3,4
RM1102,32,26-35,Married,Female,No,Life Sciences,Very High,Research Scientist,Research & Development,Intermediate,Medium,Medium,Low,"$5,878.00 ",5k-10k,$67.00 ,$824.00 ,12,Rarely,Near,No,80,Weak,12,7,1,2
RM1103,36,36-45,Single,Male,No,Life Sciences,High,Sales Representative,Sales,Entry Level,High,Very High,High,"$2,644.00 ",Upto 5k,$70.00 ,"$1,157.00 ",21,Rarely,Near,Yes,80,Very Strong,7,3,2,1
RM1104,48,46-55,Divorced,Female,No,Life Sciences,High,Sales Executive,Sales,Intermediate,High,High,Low,"$6,439.00 ",5k-10k,$96.00 ,$492.00 ,14,Rarely,Moderate,No,80,Strong,18,8,7,7
RM1105,29,26-35,Married,Male,No,Life Sciences,High,Research Scientist,Research & Development,Entry Level,Very High,High,Low,"$2,451.00 ",Upto 5k,$91.00 ,$598.00 ,18,Rarely,Near,No,80,Weak,5,1,0,0
RM1106,33,26-35,Married,Male,No,Life Sciences,Low,Sales Executive,Sales,Intermediate,High,Low,Low,"$6,392.00 ",5k-10k,$46.00 ,"$1,242.00 ",13,Rarely,Near,No,80,Very Strong,8,2,2,2
RM1107,30,26-35,Married,Male,Yes,Life Sciences,Medium,Sales Executive,Sales,Intermediate,Medium,Low,Low,"$9,714.00 ",5k-10k,$64.00 ,$740.00 ,11,Rarely,Near,No,80,Very Strong,10,10,8,6
RM1108,38,36-45,Married,Male,No,Human Resources,High,Human Resources,Human Resources,Intermediate,High,High,Low,"$6,077.00 ",5k-10k,$71.00 ,$888.00 ,11,Frequently,Near,No,80,Strong,10,6,3,1
RM1109,35,26-35,Single,Male,No,Medical,Very High,Laboratory Technician,Research & Development,Entry Level,Medium,Low,Low,"$2,450.00 ",Upto 5k,$68.00 ,$992.00 ,19,Rarely,Near,No,80,Neutral,3,3,0,1
RM111,51,46-55,Single,Female,No,Medical,Low,Healthcare Representative,Research & Development,Senior,Medium,Low,High,"$7,484.00 ",5k-10k,$30.00 ,"$1,456.00 ",20,Frequently,Near,No,80,Strong,23,13,12,12
RM1110,30,26-35,Married,Male,No,Technical Degree,High,Sales Executive,Sales,Senior,High,Medium,Low,"$9,250.00 ",5k-10k,$33.00 ,"$1,288.00 ",12,Rarely,Far,No,80,Neutral,9,4,2,1
RM1111,35,26-35,Divorced,Female,Yes,Life Sciences,Low,Laboratory Technician,Research & Development,Entry Level,High,Low,Low,"$2,074.00 ",Upto 5k,$69.00 ,$104.00 ,12,Rarely,Near,Yes,80,Very Strong,1,1,0,0
RM1112,53,46-55,Married,Female,Yes,Technical Degree,High,Manufacturing Director,Research & Development,Senior,Medium,Very High,Low,"$10,169.00 ",10k-15k,$78.00 ,$607.00 ,16,Rarely,Near,No,80,Neutral,34,33,7,1
RM1113,38,36-45,Married,Male,Yes,Medical,High,Manufacturing Director,Research & Development,Intermediate,High,Medium,Low,"$4,855.00 ",Upto 5k,$81.00 ,$903.00 ,11,Rarely,Near,No,80,Weak,7,5,2,1
RM1114,32,26-35,Married,Male,No,Technical Degree,Very High,Research Scientist,Research & Development,Intermediate,High,Low,Low,"$4,087.00 ",Upto 5k,$62.00 ,"$1,200.00 ",14,Non,Near,No,80,Neutral,9,6,5,1
RM1115,48,46-55,Married,Female,No,Other,High,Research Scientist,Research & Development,Entry Level,High,Low,Low,"$2,367.00 ",Upto 5k,$65.00 ,"$1,108.00 ",12,Rarely,Moderate,No,80,Very Strong,10,8,2,7
RM1116,34,26-35,Single,Male,No,Medical,Low,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$2,972.00 ",Upto 5k,$35.00 ,$479.00 ,13,Rarely,Near,No,80,Strong,1,1,0,0
RM1117,55,46-55,Married,Male,No,Marketing,High,Manager,Sales,Executive,Medium,Very High,High,"$19,586.00 ",15k+,$60.00 ,$685.00 ,21,Rarely,Far,No,80,Strong,36,36,6,2
